,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,log_SalePrice,AgeHome,YrsSnRmdl,TotBthrm,TotFloors,NeighbQual,HasFireplace,HasAlley,HasFence,HasPool,HasGarage,NearNeg,NearPos
1285,RM,60,6600,Reg,Lvl,Corner,Gtl,1Fam,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,994,0,2372,4,2,TA,Min2,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,287,0,0,0,12,WD,Normal,107500,11.585246126549855,117,44,2.0,1,TA,1,0,0,0,1,0,0
1286,RL,78,10140,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,0,1664,4,1,TA,Typ,TA,Attchd,RFn,2,TA,TA,Y,0,28,0,0,259,3,WD,Normal,162900,12.000891794590137,30,30,2.5,1,Gd,1,0,1,0,1,0,0
1287,RL,60,8172,Reg,Lvl,Inside,Gtl,1Fam,5,7,Hip,CompShg,WdShing,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,GasA,TA,Y,SBrkr,0,0,864,2,1,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,other,0,0,0,0,0,4,WD,Normal,115000,11.652687407345388,51,16,2.0,1,Po,1,0,0,0,1,0,0
1288,RL,70,8400,Reg,Lvl,Inside,Gtl,1Fam,5,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,0,0,1052,3,1,TA,Typ,NoFireplace,Attchd,RFn,1,TA,TA,Y,356,0,0,0,0,11,WD,Normal,138500,11.83862560460953,38,38,2.5,1,Fa,1,0,1,0,1,1,0
1289,RL,80,8700,Reg,Lvl,Inside,Gtl,1Fam,5,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,148,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,0,0,1128,3,1,TA,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,192,20,123,0,0,12,WD,Normal,155000,11.951180395901384,45,45,3.0,1,Fa,1,0,1,0,1,0,0
1290,RM,35,3675,Reg,Lvl,Inside,Gtl,TwnhsE,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,82,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,Y,SBrkr,0,0,1072,2,1,TA,Typ,NoFireplace,Basment,Fin,2,TA,TA,Y,0,44,0,0,0,6,New,Partial,140000,11.84939770159144,1,0,3.0,1,Po,1,0,0,0,1,0,0
1291,RL,75,7500,Reg,Lvl,Inside,Gtl,1Fam,5,7,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,0,0,1246,3,1,Gd,Typ,NoFireplace,Attchd,RFn,1,TA,TA,Y,218,0,0,0,0,5,WD,Normal,154000,11.944707881395766,51,16,2.5,1,Fa,1,0,1,0,1,0,0
1292,RL,50,10762,IR1,Lvl,CulDSac,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,344,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,978,0,1983,3,1,Gd,Typ,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,0,5,WD,Normal,225000,12.323855681186558,10,10,2.5,1,TA,1,0,0,0,1,0,0
1293,RL,68,7500,IR1,Bnk,Inside,Gtl,1Fam,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,741,0,1494,3,1,Gd,Typ,Gd,Attchd,Unf,1,TA,TA,other,0,0,0,0,224,11,WD,Normal,177500,12.086725887897607,67,59,1.0,1,Ex,1,0,0,0,1,0,0
1294,RL,92,10120,Reg,Lvl,Inside,Gtl,1Fam,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1323,0,2526,4,1,Gd,Typ,TA,Attchd,RFn,3,TA,TA,Y,309,78,0,0,0,12,WD,Normal,290000,12.577636201962656,12,12,3.5,1,Ex,1,0,0,0,1,0,0
1295,RL,73,8688,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,228,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,0,0,1616,3,1,Gd,Typ,NoFireplace,Attchd,RFn,3,TA,TA,Y,208,59,0,0,0,4,WD,Normal,232000,12.354492650648448,1,1,2.0,1,Gd,1,0,0,0,1,0,0
1296,RM,32,3363,Reg,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,117,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,732,0,1708,3,1,Gd,Maj1,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,40,0,0,0,4,WD,Normal,130000,11.77528972943772,2,2,2.0,1,Po,1,0,0,0,1,0,0
1297,RL,108,13173,IR1,Lvl,Corner,Gtl,1Fam,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SBrkr,0,0,1652,2,1,Ex,Typ,Ex,Attchd,Fin,2,TA,TA,Y,404,102,0,0,0,11,WD,Normal,325000,12.691580461311874,3,2,3.0,1,Ex,1,0,0,0,1,0,0
1298,RL,48,6955,IR1,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,94,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,0,0,1368,2,1,Gd,Typ,Gd,Attchd,RFn,2,TA,TA,Y,132,35,0,0,0,9,New,Partial,202500,12.218495165528731,1,0,2.0,1,Ex,1,0,0,0,1,0,0
1299,RL,60,8072,Reg,Lvl,Inside,Gtl,1Fam,5,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,0,0,990,3,1,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,64,0,0,0,5,WD,Normal,138000,11.835008964139341,15,14,2.0,1,TA,1,0,0,0,1,0,0
1300,RM,100,12000,Reg,Lvl,Inside,Gtl,1Fam,5,7,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,0,0,1122,2,1,Gd,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,36,0,0,0,5,WD,Normal,147000,11.898187865760873,60,3,2.0,1,TA,1,0,1,0,1,0,0
1301,RL,68,7153,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,88,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,0,0,1294,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,112,51,0,0,0,6,WD,Normal,179200,12.096257779522967,17,17,3.0,1,Fa,1,0,1,0,1,0,0
1302,RL,100,17500,Reg,Lvl,Inside,Gtl,1Fam,7,8,Gable,CompShg,BrkFace,HdBoard,None,0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,0,0,1902,3,1,Ex,Typ,TA,Attchd,Fin,2,TA,TA,Y,0,207,162,0,0,5,WD,Normal,335000,12.721885810807203,51,8,3.0,1,Ex,1,0,0,0,1,0,1
1303,RL,68,8814,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,0,0,1274,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,264,98,0,0,0,1,New,Partial,203000,12.220961258023925,2,0,3.0,1,TA,1,0,0,0,1,0,0
1304,RL,68,9572,IR1,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1357,0,2810,4,1,Gd,Typ,Ex,Attchd,RFn,2,Gd,Gd,Y,500,0,0,0,0,6,WD,Normal,302000,12.618182296357007,17,17,2.5,1,Ex,1,0,0,0,1,0,0
1305,RL,108,14774,IR1,Lvl,Corner,Gtl,1Fam,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,165,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1177,0,2599,4,1,Gd,Typ,TA,BuiltIn,Fin,3,TA,TA,Y,668,30,0,0,0,5,WD,Normal,333168,12.716402146247475,11,11,2.5,1,Ex,1,0,0,0,1,0,0
1306,RL,60,8190,Reg,Lvl,Inside,Gtl,1Fam,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,0,0,948,3,1,TA,Typ,TA,Detchd,Unf,1,TA,TA,Y,0,36,0,0,0,10,WD,Normal,119000,11.686878772093667,53,53,2.0,1,Po,1,0,0,0,1,0,0
1307,RL,85,11075,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1020,0,2112,4,1,TA,Typ,Gd,Attchd,Unf,2,TA,TA,Y,280,0,0,0,0,6,WD,Normal,206900,12.239990863733635,39,39,2.5,1,Fa,1,0,0,0,1,0,0
1308,RL,61,10226,IR1,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,270,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,0,0,1630,3,1,Ex,Typ,Gd,Attchd,RFn,3,TA,TA,Y,172,42,0,0,0,1,WD,Normal,295493,12.596400426884427,1,1,3.0,1,TA,1,0,0,0,1,0,0
1309,FV,47,4230,Reg,Lvl,Corner,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,0,0,1352,2,1,Gd,Typ,Gd,Attchd,RFn,2,TA,TA,Y,0,241,0,0,0,4,New,Partial,208900,12.249610947544657,1,0,2.0,1,Gd,1,1,0,0,1,0,0
1310,RL,50,14781,IR2,Lvl,CulDSac,Gtl,1Fam,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,0,0,1787,3,1,Gd,Typ,TA,Attchd,RFn,3,TA,TA,Y,198,150,0,0,0,8,WD,Normal,275000,12.524526376648708,5,4,2.0,1,TA,1,0,0,0,1,0,0
1311,RL,75,10215,Reg,Bnk,Inside,Gtl,1Fam,4,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,0,0,948,3,1,TA,Typ,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,2,WD,Normal,111000,11.617285480294472,53,53,1.0,1,Po,1,0,0,0,1,0,0
1312,RL,70,8400,Reg,Lvl,Inside,Gtl,1Fam,6,3,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,0,0,1478,3,1,TA,Typ,Gd,Attchd,RFn,2,TA,TA,Y,114,0,0,0,216,6,WD,Normal,156500,11.960811288962345,52,52,2.5,1,Fa,1,0,0,0,1,0,0
1313,RL,80,6627,IR1,Lvl,Corner,Gtl,1Fam,3,6,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,0,other,TA,N,SBrkr,0,0,720,2,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,Fa,Y,0,0,0,0,0,7,WD,Normal,72500,11.191341840842766,59,58,1.0,1,Fa,1,0,0,0,1,1,0
1314,RL,107,10186,IR1,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,862,0,1923,3,1,Gd,Typ,TA,Attchd,RFn,2,TA,TA,Y,240,39,0,0,0,6,WD,Normal,190000,12.154779351142624,18,18,3.5,1,Ex,1,0,0,0,1,0,0
1315,RL,50,5330,Reg,HLS,Inside,Gtl,1Fam,4,7,Hip,CompShg,VinylSd,VinylSd,None,0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,0,0,708,2,1,Fa,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,164,0,0,0,0,12,WD,Normal,82500,11.320553572322773,69,59,1.0,1,Fa,1,0,0,0,0,0,0
1316,RL,75,9986,Reg,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,428,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,0,0,1795,2,1,Gd,Typ,Gd,Attchd,RFn,3,TA,TA,Y,0,49,0,0,0,2,New,Partial,147000,11.898187865760873,1,0,2.0,1,Gd,1,0,0,0,1,0,0
1317,RM,40,3636,Reg,Lvl,Inside,Gtl,1Fam,4,4,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,0,0,796,2,1,TA,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,other,0,0,100,0,0,1,WD,Normal,55000,10.915088464214607,86,58,1.0,1,Po,1,0,1,0,0,0,0
1318,RH,70,4270,Reg,Bnk,Inside,Mod,1Fam,3,6,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,0,0,774,3,1,Gd,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,286,0,0,5,WD,Normal,79000,11.27720313144916,76,1,1.0,1,Po,1,0,0,0,0,0,0
1319,RL,60,6600,Reg,Lvl,Inside,Gtl,1Fam,5,9,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,0,0,816,3,1,Gd,Typ,Ex,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,10,WD,Normal,130500,11.779128505744886,26,0,1.5,1,Po,1,0,1,0,1,0,0
1320,RM,60,10440,Reg,Lvl,Corner,Gtl,1Fam,6,7,Gable,CompShg,BrkFace,Wd Sdng,None,0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,other,Ex,Y,SBrkr,1208,0,2792,5,1,TA,Mod,TA,Detchd,Unf,2,Fa,TA,Y,0,547,0,0,480,6,WD,Normal,256000,12.4529327234617,88,58,2.0,1,TA,1,1,1,0,1,0,0
1321,RL,63,9084,IR1,Lvl,Inside,Gtl,1Fam,7,5,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,677,0,1632,3,1,TA,Typ,TA,Attchd,Fin,2,TA,TA,Y,0,28,0,0,0,6,WD,Normal,176500,12.081076155355488,8,8,2.5,1,TA,1,0,0,0,1,0,0
1322,RL,85,10000,Reg,Lvl,Inside,Gtl,1Fam,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,410,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,0,0,1588,3,1,Gd,Typ,Gd,Attchd,RFn,3,TA,TA,Y,144,45,0,0,0,12,WD,Normal,227000,12.332705296463539,1,1,2.0,1,Gd,1,0,0,0,1,0,0
1323,RL,55,10780,IR1,Lvl,Inside,Gtl,1Fam,5,5,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,0,0,954,3,1,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,7,WD,Normal,132500,11.794337924408413,30,30,1.0,1,TA,1,0,0,0,1,0,0
1324,RL,67,8877,Reg,Lvl,Inside,Mod,1Fam,4,6,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,0,0,816,2,1,TA,Typ,Gd,Detchd,Unf,1,Fa,Fa,Y,0,0,0,0,0,5,WD,Normal,100000,11.512925464970229,71,51,2.0,1,Po,1,0,0,0,1,0,0
1325,RM,60,7200,Reg,Lvl,Corner,Gtl,1Fam,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,557,0,1360,2,1,Gd,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,65,190,0,0,7,WD,Normal,125500,11.740061037553975,68,11,1.5,1,Po,1,0,1,0,1,0,0
1326,RM,24,2368,Reg,Lvl,Inside,Gtl,TwnhsE,5,6,Gable,CompShg,HdBoard,HdBoard,None,312,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,600,0,1365,3,1,TA,Min1,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,36,0,0,0,5,WD,Normal,125000,11.736069016284437,39,39,1.5,1,Fa,1,0,0,0,1,0,0
1327,RL,80,9650,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,0,0,1334,2,1,TA,Typ,TA,Attchd,RFn,2,TA,TA,Y,0,16,0,0,0,4,WD,Normal,167900,12.031123843065632,32,32,2.5,1,Gd,1,0,0,0,1,0,0
1328,RL,87,9246,IR1,Lvl,Inside,Gtl,Duplex,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,564,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,0,0,1656,4,2,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,211,0,0,0,11,WD,Normal,135000,11.813030057420567,35,35,2.0,1,Gd,1,0,0,0,1,1,0
1329,RM,153,4118,IR1,Bnk,Corner,Mod,1Fam,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,other,Fa,N,other,0,0,693,2,1,Fa,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,other,0,20,0,0,0,3,WD,Normal,52500,10.868568448579715,65,56,1.0,1,TA,1,1,0,0,0,1,0
1330,RL,95,13450,IR1,Lvl,Corner,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,941,0,1861,3,1,Gd,Typ,NoFireplace,BuiltIn,RFn,2,TA,TA,Y,146,91,0,0,0,6,WD,Normal,200000,12.206072645530174,4,4,3.5,1,TA,1,0,0,0,1,0,0
1331,RL,120,9560,IR1,Lvl,Corner,Gtl,1Fam,5,7,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,0,0,864,3,1,TA,Typ,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,6,WD,Normal,128500,11.763684183317412,34,34,1.0,1,TA,1,0,0,0,1,0,0
1332,RL,70,8294,Reg,Lvl,Inside,Gtl,1Fam,4,5,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,858,858,GasA,TA,Y,SBrkr,0,0,872,3,1,TA,Typ,NoFireplace,Detchd,Unf,4,TA,TA,Y,0,0,0,0,0,6,WD,Normal,123000,11.719939634354555,36,36,1.0,1,Fa,1,0,1,0,1,0,0
1333,RL,66,13695,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,0,300,1114,GasA,Ex,Y,SBrkr,0,0,1114,3,1,Gd,Typ,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,78,0,0,0,7,WD,Normal,155000,11.951180395901384,5,4,2.0,1,Fa,1,0,0,0,1,1,0
1334,RL,68,9375,Reg,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,149,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,Y,SBrkr,885,0,2169,3,1,Gd,Typ,Gd,Attchd,RFn,2,TA,TA,Y,192,87,0,0,0,8,WD,Normal,228500,12.339291489316397,5,5,2.5,1,TA,1,0,0,0,1,0,0
1335,RL,57,7558,Reg,Bnk,Inside,Gtl,1Fam,6,6,Gable,CompShg,BrkFace,Stone,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,SBrkr,741,0,1913,3,1,TA,Typ,TA,Detchd,Unf,2,Fa,Fa,Y,0,0,0,0,0,3,WD,Normal,177000,12.083905011555967,81,59,1.5,1,Ex,1,0,0,0,1,0,0
1336,RL,85,11103,IR1,Lvl,Corner,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,0,1456,3,1,Gd,Typ,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,0,7,New,Partial,155835,11.956553034172742,1,1,2.5,1,TA,1,0,0,0,1,0,0
1337,RM,50,6000,Reg,Lvl,Inside,Gtl,1Fam,4,4,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,250,Unf,0,710,960,GasA,Gd,Y,other,0,0,960,2,1,Fa,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,168,0,0,7,WD,Normal,108500,11.594505451962652,87,57,1.0,1,TA,1,0,0,0,1,0,0
1338,RL,50,20781,IR2,Lvl,CulDSac,Gtl,1Fam,7,7,Hip,CompShg,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,297,Rec,68,1203,1568,GasA,TA,Y,SBrkr,0,0,2156,3,1,TA,Typ,Gd,Attchd,RFn,2,Gd,TA,Y,0,80,0,290,0,6,WD,Normal,262500,12.478006361013815,38,3,2.0,1,Gd,1,0,0,0,1,0,1
1339,RL,93,15306,IR1,HLS,Corner,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,Unf,0,1652,1732,GasA,Ex,Y,SBrkr,0,0,1776,3,1,Gd,Typ,Gd,Attchd,Fin,3,TA,TA,Y,0,0,0,0,0,5,New,Partial,283463,12.554836882168736,1,0,3.0,1,Gd,1,0,0,0,1,0,0
1340,RL,68,16196,IR3,Low,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443,Unf,0,39,1482,GasA,Ex,Y,SBrkr,0,0,1494,3,1,Gd,Typ,Fa,Attchd,RFn,2,TA,TA,Y,402,25,0,0,0,8,WD,Normal,215000,12.2783933071098,9,9,3.0,1,Fa,1,0,0,0,1,0,0
1341,RM,50,5250,Reg,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,425,684,other,Fa,N,SBrkr,1215,205,2358,4,1,TA,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,54,20,0,0,12,WD,Normal,122000,11.711776323715394,136,21,2.0,1,TA,1,1,0,0,0,0,0
1342,RL,91,11643,Reg,Lvl,Inside,Gtl,Duplex,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,368,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,748,1248,GasA,TA,Y,SBrkr,1296,0,2634,6,2,TA,Typ,NoFireplace,Detchd,Unf,4,TA,TA,Y,0,0,0,0,0,8,WD,Normal,200000,12.206072645530174,40,40,4.5,1,Fa,1,0,0,0,1,1,0
1343,RL,70,9247,IR1,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,318,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,0,539,858,GasA,Ex,Y,SBrkr,858,0,1716,4,1,TA,Typ,Gd,Attchd,Fin,2,TA,TA,Y,0,84,0,0,120,3,WD,Normal,171000,12.049418835484797,46,46,1.5,1,Fa,1,0,0,0,1,0,0
1344,RM,50,6000,Reg,Lvl,Inside,Gtl,1Fam,6,9,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,SBrkr,390,0,1176,2,1,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,other,210,0,0,0,0,7,WD,Normal,134900,11.812289042195847,72,9,1.0,1,Fa,1,0,0,0,1,0,0
1345,RL,56,14720,IR1,Lvl,CulDSac,Gtl,1Fam,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,579,Gd,TA,PConc,Gd,TA,Av,GLQ,816,Unf,0,1217,2033,GasA,Ex,Y,SBrkr,1185,0,3238,4,1,Gd,Typ,Ex,Attchd,Fin,3,TA,TA,Y,283,86,0,0,0,3,WD,Normal,410000,12.92391243868049,15,14,3.5,1,Ex,1,0,0,0,1,0,0
